,wtp,Date,Activated Carbon _avg,Aluminium Chlorohydrate _avg,Flopam AH 912 PWG _avg,Flopam FA 920 PWG _avg,Flopam FL 4520 PWG _avg,Flopam FO 4190 PWG _avg,Flopam FO 4290 PWG _avg,Hydrated Lime _avg,Hydrated Lime (Intermediate) _avg,Hydrated Lime (Post) _avg,Hydrated Lime (Powder) _avg,Hydrated Lime (Powder) (Intermediate) _avg,Hydrated Lime (Powder) (Post) _avg,Hydrated Lime (Powder) (Pre) _avg,Hydrated Lime (Pre) _avg,Kibbled Aluminium Sulphate _avg,Liquid Aluminium Sulphate _avg,Liquid Chlorine _avg,Liquid Chlorine (Intermediate) _avg,Liquid Chlorine (Post) _avg,Liquid Chlorine (Pre) _avg,Liquid Polyaluminium Chloride _avg,Microsand _avg,Modified Liquid Alum _avg,Polyelectrolyte AN 910 PWG _avg,Polymer Tianfloc C3080 _avg,Potassium Permanganate _avg,Soda Ash _avg,Soda Ash (Post) _avg,Soda Ash (Pre) _avg,Sodium Aluminosilicate _avg,Sodium Fluoride _avg,Sodium Hypochlorite _avg,Sodium Silico Fluoride _avg,Superfloc C 591 PWG _avg,Activated Carbon _max,Aluminium Chlorohydrate _max,Flopam AH 912 PWG _max,Flopam FA 920 PWG _max,Flopam FL 4520 PWG _max,Flopam FO 4190 PWG _max,Flopam FO 4290 PWG _max,Hydrated Lime _max,Hydrated Lime (Intermediate) _max,Hydrated Lime (Post) _max,Hydrated Lime (Powder) _max,Hydrated Lime (Powder) (Intermediate) _max,Hydrated Lime (Powder) (Post) _max,Hydrated Lime (Powder) (Pre) _max,Hydrated Lime (Pre) _max,Kibbled Aluminium Sulphate _max,Liquid Aluminium Sulphate _max,Liquid Chlorine _max,Liquid Chlorine (Intermediate) _max,Liquid Chlorine (Post) _max,Liquid Chlorine (Pre) _max,Liquid Polyaluminium Chloride _max,Microsand _max,Modified Liquid Alum _max,Polyelectrolyte AN 910 PWG _max,Polymer Tianfloc C3080 _max,Potassium Permanganate _max,Soda Ash _max,Soda Ash (Post) _max,Soda Ash (Pre) _max,Sodium Aluminosilicate _max,Sodium Fluoride _max,Sodium Hypochlorite _max,Sodium Silico Fluoride _max,Superfloc C 591 PWG _max,Activated Carbon _min,Aluminium Chlorohydrate _min,Flopam AH 912 PWG _min,Flopam FA 920 PWG _min,Flopam FL 4520 PWG _min,Flopam FO 4190 PWG _min,Flopam FO 4290 PWG _min,Hydrated Lime _min,Hydrated Lime (Intermediate) _min,Hydrated Lime (Post) _min,Hydrated Lime (Powder) _min,Hydrated Lime (Powder) (Intermediate) _min,Hydrated Lime (Powder) (Post) _min,Hydrated Lime (Powder) (Pre) _min,Hydrated Lime (Pre) _min,Kibbled Aluminium Sulphate _min,Liquid Aluminium Sulphate _min,Liquid Chlorine _min,Liquid Chlorine (Intermediate) _min,Liquid Chlorine (Post) _min,Liquid Chlorine (Pre) _min,Liquid Polyaluminium Chloride _min,Microsand _min,Modified Liquid Alum _min,Polyelectrolyte AN 910 PWG _min,Polymer Tianfloc C3080 _min,Potassium Permanganate _min,Soda Ash _min,Soda Ash (Post) _min,Soda Ash (Pre) _min,Sodium Aluminosilicate _min,Sodium Fluoride _min,Sodium Hypochlorite _min,Sodium Silico Fluoride _min,Superfloc C 591 PWG _min
8999,Sungai Lolo - Lama,28/2/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9000,Sungai Lolo - Lama,28/3/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9001,Sungai Lolo - Lama,28/4/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9002,Sungai Lolo - Lama,28/5/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9003,Sungai Lolo - Lama,28/6/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9004,Sungai Lolo - Lama,28/7/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9005,Sungai Lolo - Lama,28/8/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9006,Sungai Lolo - Lama,28/9/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9007,Sungai Lolo - Lama,29/1/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9008,Sungai Lolo - Lama,29/10/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9009,Sungai Lolo - Lama,29/11/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9010,Sungai Lolo - Lama,29/12/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9011,Sungai Lolo - Lama,29/3/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9012,Sungai Lolo - Lama,29/4/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9013,Sungai Lolo - Lama,29/5/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9014,Sungai Lolo - Lama,29/6/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9015,Sungai Lolo - Lama,29/7/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9016,Sungai Lolo - Lama,29/8/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9017,Sungai Lolo - Lama,29/9/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9018,Sungai Lolo - Lama,3/1/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9019,Sungai Lolo - Lama,3/10/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9020,Sungai Lolo - Lama,3/11/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9021,Sungai Lolo - Lama,3/12/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9022,Sungai Lolo - Lama,3/2/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9023,Sungai Lolo - Lama,3/3/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9024,Sungai Lolo - Lama,3/4/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9025,Sungai Lolo - Lama,3/5/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9026,Sungai Lolo - Lama,3/6/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9027,Sungai Lolo - Lama,3/7/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9028,Sungai Lolo - Lama,3/8/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9029,Sungai Lolo - Lama,3/9/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9030,Sungai Lolo - Lama,30/1/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9031,Sungai Lolo - Lama,30/10/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9032,Sungai Lolo - Lama,30/11/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9033,Sungai Lolo - Lama,30/12/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9034,Sungai Lolo - Lama,30/3/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9035,Sungai Lolo - Lama,30/4/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9036,Sungai Lolo - Lama,30/5/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9037,Sungai Lolo - Lama,30/6/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9038,Sungai Lolo - Lama,30/7/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9039,Sungai Lolo - Lama,30/8/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9040,Sungai Lolo - Lama,30/9/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9041,Sungai Lolo - Lama,31/1/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9042,Sungai Lolo - Lama,31/10/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9043,Sungai Lolo - Lama,31/12/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9044,Sungai Lolo - Lama,31/3/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9045,Sungai Lolo - Lama,31/5/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9046,Sungai Lolo - Lama,31/7/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9047,Sungai Lolo - Lama,31/8/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9048,Sungai Lolo - Lama,4/1/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9049,Sungai Lolo - Lama,4/10/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9050,Sungai Lolo - Lama,4/11/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9051,Sungai Lolo - Lama,4/12/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9052,Sungai Lolo - Lama,4/2/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9053,Sungai Lolo - Lama,4/3/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9054,Sungai Lolo - Lama,4/4/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9055,Sungai Lolo - Lama,4/5/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9056,Sungai Lolo - Lama,4/6/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9057,Sungai Lolo - Lama,4/7/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9058,Sungai Lolo - Lama,4/8/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9059,Sungai Lolo - Lama,4/9/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9060,Sungai Lolo - Lama,5/1/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9061,Sungai Lolo - Lama,5/10/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9062,Sungai Lolo - Lama,5/11/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9063,Sungai Lolo - Lama,5/12/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9064,Sungai Lolo - Lama,5/2/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9065,Sungai Lolo - Lama,5/3/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9066,Sungai Lolo - Lama,5/4/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9067,Sungai Lolo - Lama,5/5/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9068,Sungai Lolo - Lama,5/6/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9069,Sungai Lolo - Lama,5/7/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9070,Sungai Lolo - Lama,5/8/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9071,Sungai Lolo - Lama,5/9/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9072,Sungai Lolo - Lama,6/1/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9073,Sungai Lolo - Lama,6/10/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9074,Sungai Lolo - Lama,6/11/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9075,Sungai Lolo - Lama,6/12/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9076,Sungai Lolo - Lama,6/2/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9077,Sungai Lolo - Lama,6/3/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9078,Sungai Lolo - Lama,6/4/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9079,Sungai Lolo - Lama,6/5/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9080,Sungai Lolo - Lama,6/6/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9081,Sungai Lolo - Lama,6/7/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9082,Sungai Lolo - Lama,6/8/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9083,Sungai Lolo - Lama,6/9/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9084,Sungai Lolo - Lama,7/1/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9085,Sungai Lolo - Lama,7/10/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9086,Sungai Lolo - Lama,7/11/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9087,Sungai Lolo - Lama,7/12/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
9088,Sungai Lolo - Lama,7/2/2022,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,
